RTI_ID,Filing_Date,Year,Month,Month_Name,Quarter,Department,Category,Applicant_Type,State,Mode_of_Filing,PIO_Assigned,Response_Date,Response_Time_Days,Response_Status,Disposal_Type,Rejection_Reason,First_Appeal_Filed,First_Appeal_Date,First_Appeal_Outcome,Second_Appeal_CIC,Second_Appeal_Outcome,Is_Repeat_Filer,Compliant_Response,Breach_Days,Filing_YearMonth,Financial_Year,Escalated_to_CIC,Proactive_Disclosure_Candidate
HPCL-RTI-00085,2014-04-18,2014,4,April,Q2,HR & Personnel,Pension & Retirement Benefits,Business Entity,Himachal Pradesh,Offline (In-Person),PIO-007,2014-05-04,16,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00086,2014-12-28,2014,12,December,Q4,Retail Marketing,Dealer/Distributor Grievances,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-012,2015-01-13,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00087,2014-03-19,2014,3,March,Q1,Vizag Refinery,Refinery Operations & Output,NGO / Civil Society,Rajasthan,By Post,PIO-005,2014-04-21,33,Responded – Delayed (31–60 days),Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,No,3,2014-03,FY 2013-14,No,No
HPCL-RTI-00088,2014-03-09,2014,3,March,Q1,Procurement & Materials,Vendor Empanelment,Journalist / Media,Odisha,Offline (In-Person),PIO-005,2014-04-03,25,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2014-04-21,Upheld,No,Not Applicable,No,Yes,0,2014-03,FY 2013-14,No,No
HPCL-RTI-00089,2014-10-06,2014,10,October,Q4,LPG Division (Indane),Policy & Service Rules,NGO / Civil Society,Andhra Pradesh,Offline (In-Person),PIO-005,2014-10-21,15,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00090,2014-10-24,2014,10,October,Q4,Vizag Refinery,Refinery Operations & Output,Individual Citizen,Maharashtra,By Post,PIO-004,2014-11-22,29,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00091,2014-10-12,2014,10,October,Q4,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Delhi,Offline (In-Person),PIO-011,2014-11-05,24,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2014-12-25,Rejected,Yes,Upheld by CIC,Yes,Yes,0,2014-10,FY 2014-15,Yes,No
HPCL-RTI-00092,2014-11-18,2014,11,November,Q4,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Maharashtra,By Post,PIO-012,2014-12-15,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00093,2014-12-10,2014,12,December,Q4,Information Technology,IT Policy & Infrastructure,Individual Citizen,Odisha,Online (RTI Online Portal),PIO-008,2014-12-23,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00094,2014-07-19,2014,7,July,Q3,Projects & Pipelines,Tender & Contract Details,NGO / Civil Society,Uttar Pradesh,By Post,PIO-010,2014-08-10,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-07,FY 2014-15,No,Yes
HPCL-RTI-00095,2014-05-15,2014,5,May,Q2,Finance & Accounts,Expenditure Details,NGO / Civil Society,Maharashtra,By Post,PIO-009,2014-06-02,18,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00096,2014-03-31,2014,3,March,Q1,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Gujarat,Offline (In-Person),PIO-001,2014-04-10,10,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-03,FY 2013-14,No,No
HPCL-RTI-00097,2014-10-07,2014,10,October,Q4,HR & Personnel,Salary & Pay Details,Individual Citizen,Gujarat,By Post,PIO-006,2014-11-02,26,Responded On-Time,Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00098,2014-12-05,2014,12,December,Q4,Retail Marketing,Dealer/Distributor Grievances,Individual Citizen,Madhya Pradesh,Online (RTI Online Portal),PIO-006,2014-12-26,21,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2015-01-16,Partially Upheld,No,Not Applicable,Yes,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00099,2014-05-04,2014,5,May,Q2,Projects & Pipelines,Expenditure Details,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-008,2014-05-29,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00100,2014-10-28,2014,10,October,Q4,Procurement & Materials,Expenditure Details,Individual Citizen,Others,Online (RTI Online Portal),PIO-008,2014-11-18,21,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2015-01-12,Rejected,Yes,Upheld by CIC,No,Yes,0,2014-10,FY 2014-15,Yes,No
HPCL-RTI-00101,2014-01-09,2014,1,January,Q1,Procurement & Materials,Expenditure Details,Individual Citizen,Karnataka,Offline (In-Person),PIO-009,2014-01-19,10,Responded On-Time,Partially Provided,Not Applicable,Yes,2014-03-14,Upheld,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00102,2014-11-18,2014,11,November,Q4,Projects & Pipelines,Tender & Contract Details,Individual Citizen,Odisha,Offline (In-Person),PIO-008,2014-12-09,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,Yes
HPCL-RTI-00103,2014-04-09,2014,4,April,Q2,Finance & Accounts,Expenditure Details,Journalist / Media,Delhi,Online (RTI Online Portal),PIO-002,2014-04-27,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00104,2014-10-18,2014,10,October,Q4,HR & Personnel,Salary & Pay Details,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-011,2014-11-03,16,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00105,2014-01-10,2014,1,January,Q1,Procurement & Materials,Expenditure Details,Individual Citizen,Delhi,Online (RTI Online Portal),PIO-008,2014-01-31,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00106,2014-05-25,2014,5,May,Q2,LPG Division (Indane),LPG Connection & Cylinder Allocation,Lawyer / Legal Entity,Haryana,By Post,PIO-010,2014-06-17,23,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00107,2014-12-27,2014,12,December,Q4,Projects & Pipelines,Project Status & Timelines,Individual Citizen,Tamil Nadu,Offline (In-Person),PIO-006,2015-02-09,44,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,No,14,2014-12,FY 2014-15,No,No
HPCL-RTI-00108,2014-09-03,2014,9,September,Q3,HR & Personnel,Policy & Service Rules,Business Entity,Maharashtra,Offline (In-Person),PIO-007,2014-09-28,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00109,2014-09-25,2014,9,September,Q3,Vigilance,Policy & Service Rules,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-010,2014-10-28,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2014-09,FY 2014-15,No,No
HPCL-RTI-00110,2014-05-20,2014,5,May,Q2,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Delhi,Offline (In-Person),PIO-002,2014-06-09,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00111,2014-09-02,2014,9,September,Q3,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Maharashtra,By Post,PIO-013,2014-09-07,5,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00112,2014-01-24,2014,1,January,Q1,Finance & Accounts,Expenditure Details,Individual Citizen,Tamil Nadu,Offline (In-Person),PIO-011,2014-02-14,21,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00113,2014-01-30,2014,1,January,Q1,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Karnataka,By Post,PIO-007,2014-02-23,24,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00114,2014-02-20,2014,2,February,Q1,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Haryana,Online (RTI Online Portal),PIO-010,2014-04-02,41,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,11,2014-02,FY 2013-14,No,No
HPCL-RTI-00115,2014-10-08,2014,10,October,Q4,LPG Division (Indane),LPG Connection & Cylinder Allocation,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-004,2014-10-26,18,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00116,2014-10-27,2014,10,October,Q4,HR & Personnel,Employee Records & Service Matters,Individual Citizen,Maharashtra,Offline (In-Person),PIO-013,2014-11-22,26,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,Yes
HPCL-RTI-00117,2014-06-19,2014,6,June,Q2,Projects & Pipelines,Expenditure Details,Journalist / Media,Madhya Pradesh,Offline (In-Person),PIO-010,2014-07-14,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00118,2014-06-16,2014,6,June,Q2,Finance & Accounts,Audit Reports & Observations,Lawyer / Legal Entity,Karnataka,Offline (In-Person),PIO-002,2014-06-27,11,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00119,2014-11-03,2014,11,November,Q4,Procurement & Materials,Tender & Contract Details,Individual Citizen,Delhi,Offline (In-Person),PIO-009,2014-12-06,33,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,No,3,2014-11,FY 2014-15,No,Yes
HPCL-RTI-00120,2014-11-19,2014,11,November,Q4,Procurement & Materials,Expenditure Details,Individual Citizen,Delhi,By Post,PIO-008,2014-12-18,29,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00121,2014-09-17,2014,9,September,Q3,Procurement & Materials,Tender & Contract Details,Individual Citizen,Telangana,Offline (In-Person),PIO-009,2014-10-17,30,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,Yes
HPCL-RTI-00122,2014-05-25,2014,5,May,Q2,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-006,2014-06-07,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00123,2014-10-22,2014,10,October,Q4,Legal & Secretarial,Shareholder Information,NGO / Civil Society,Andhra Pradesh,Offline (In-Person),PIO-003,2014-11-27,36,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,6,2014-10,FY 2014-15,No,No
HPCL-RTI-00124,2014-09-05,2014,9,September,Q3,Retail Marketing,Petrol Pump Dealership Allotment,Individual Citizen,Andhra Pradesh,By Post,PIO-003,2014-09-14,9,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,Yes
HPCL-RTI-00125,2014-09-17,2014,9,September,Q3,HR & Personnel,Policy & Service Rules,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-003,2014-10-15,28,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00126,2014-03-05,2014,3,March,Q1,HR & Personnel,Promotion & Transfer Details,NGO / Civil Society,Maharashtra,By Post,PIO-012,2014-04-17,43,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,Yes,2014-05-18,Rejected,No,Not Applicable,No,No,13,2014-03,FY 2013-14,No,No
HPCL-RTI-00127,2014-02-06,2014,2,February,Q1,Vizag Refinery,Tender & Contract Details,Lawyer / Legal Entity,Maharashtra,Offline (In-Person),PIO-007,2014-02-21,15,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,Yes
HPCL-RTI-00128,2014-08-25,2014,8,August,Q3,Projects & Pipelines,Expenditure Details,Individual Citizen,Gujarat,By Post,PIO-013,2014-09-14,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-08,FY 2014-15,No,No
HPCL-RTI-00129,2014-12-15,2014,12,December,Q4,Finance & Accounts,Audit Reports & Observations,Lawyer / Legal Entity,Delhi,Offline (In-Person),PIO-003,2015-01-06,22,Responded On-Time,Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,Yes,2015-02-01,Upheld,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00130,2014-05-30,2014,5,May,Q2,HR & Personnel,Salary & Pay Details,NGO / Civil Society,Gujarat,By Post,PIO-005,2014-06-18,19,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00131,2014-01-30,2014,1,January,Q1,LPG Division (Indane),LPG Subsidy & Pricing,NGO / Civil Society,Kerala,Offline (In-Person),PIO-007,2014-02-07,8,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00132,2014-05-01,2014,5,May,Q2,LPG Division (Indane),LPG Distributorship Allotment,NGO / Civil Society,Uttar Pradesh,By Post,PIO-003,2014-05-21,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,Yes
HPCL-RTI-00133,2014-11-25,2014,11,November,Q4,Projects & Pipelines,Expenditure Details,Individual Citizen,Odisha,Online (RTI Online Portal),PIO-004,2014-12-10,15,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00134,2014-02-10,2014,2,February,Q1,LPG Division (Indane),LPG Distributorship Allotment,Individual Citizen,Telangana,By Post,PIO-008,2014-03-05,23,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,Yes
HPCL-RTI-00135,2014-07-21,2014,7,July,Q3,Retail Marketing,Dealer/Distributor Grievances,Journalist / Media,Gujarat,Online (RTI Online Portal),PIO-006,2014-08-02,12,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00136,2014-01-12,2014,1,January,Q1,HR & Personnel,Salary & Pay Details,Individual Citizen,West Bengal,Offline (In-Person),PIO-001,2014-02-18,37,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,7,2014-01,FY 2013-14,No,No
HPCL-RTI-00137,2014-12-09,2014,12,December,Q4,Projects & Pipelines,Land Acquisition & Compensation,Lawyer / Legal Entity,Andhra Pradesh,By Post,PIO-011,2014-12-26,17,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00138,2014-02-12,2014,2,February,Q1,Retail Marketing,Dealer/Distributor Grievances,NGO / Civil Society,Tamil Nadu,By Post,PIO-008,2014-03-01,17,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-02,FY 2013-14,No,No
HPCL-RTI-00139,2014-10-15,2014,10,October,Q4,HR & Personnel,Recruitment & Selection,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-005,2014-11-14,30,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,Yes
HPCL-RTI-00140,2014-03-25,2014,3,March,Q1,Procurement & Materials,Expenditure Details,Individual Citizen,West Bengal,By Post,PIO-006,2014-04-06,12,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-03,FY 2013-14,No,No
HPCL-RTI-00141,2014-05-15,2014,5,May,Q2,"Health, Safety & Environment",Pollution Control Data,Individual Citizen,Maharashtra,By Post,PIO-006,2014-06-06,22,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00142,2014-10-03,2014,10,October,Q4,Finance & Accounts,Expenditure Details,Individual Citizen,Andhra Pradesh,Online (RTI Online Portal),PIO-011,2014-11-04,32,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,2,2014-10,FY 2014-15,No,No
HPCL-RTI-00143,2014-02-15,2014,2,February,Q1,Finance & Accounts,Financial Statements & Budgets,Lawyer / Legal Entity,Odisha,Offline (In-Person),PIO-007,2014-02-23,8,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,No
HPCL-RTI-00144,2014-01-21,2014,1,January,Q1,Finance & Accounts,Policy & Service Rules,Lawyer / Legal Entity,Tamil Nadu,By Post,PIO-003,2014-02-12,22,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,Yes,2014-03-02,Upheld,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00145,2014-05-13,2014,5,May,Q2,Vigilance,Vigilance & Investigation Matters,Individual Citizen,Tamil Nadu,By Post,PIO-006,2014-06-15,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,No,3,2014-05,FY 2014-15,No,No
HPCL-RTI-00146,2014-05-11,2014,5,May,Q2,Procurement & Materials,Vendor Empanelment,Business Entity,Maharashtra,Online (RTI Online Portal),PIO-009,2014-06-09,29,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00147,2014-03-15,2014,3,March,Q1,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Kerala,Offline (In-Person),PIO-002,2014-03-25,10,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-03,FY 2013-14,No,No
HPCL-RTI-00148,2014-09-03,2014,9,September,Q3,Mumbai Refinery,Incident/Accident Reports,Journalist / Media,Tamil Nadu,Offline (In-Person),PIO-005,2014-09-15,12,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00149,2014-12-21,2014,12,December,Q4,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-003,2015-01-18,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00150,2014-08-15,2014,8,August,Q3,Mumbai Refinery,Tender & Contract Details,Individual Citizen,Madhya Pradesh,Online (RTI Online Portal),PIO-007,2014-09-11,27,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-08,FY 2014-15,No,Yes
HPCL-RTI-00151,2014-10-27,2014,10,October,Q4,Retail Marketing,Dealer/Distributor Grievances,Business Entity,Uttar Pradesh,Offline (In-Person),PIO-011,2014-11-17,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00152,2014-07-19,2014,7,July,Q3,HR & Personnel,Recruitment & Selection,Individual Citizen,Odisha,Online (RTI Online Portal),PIO-002,2014-08-14,26,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-07,FY 2014-15,No,Yes
HPCL-RTI-00153,2014-12-08,2014,12,December,Q4,LPG Division (Indane),Policy & Service Rules,NGO / Civil Society,Haryana,Online (RTI Online Portal),PIO-011,2014-12-22,14,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
